air_date,category,round,x_pos,y_pos,value,weight,daily_double
2017-01-23,HEALTH & MEDICINE,1,2,5,1000,0.5,1
2017-01-23,NATIONAL PARKS OF THE WORLD,2,3,4,1600,0.5,1
2017-01-23,NATIONAL PARKS OF THE WORLD,2,3,5,2000,0.5,1
2017-01-23,RELIGIOUS MATTERS,2,4,1,400,0.5,1
2017-01-23,RELIGIOUS MATTERS,2,4,3,1200,0.5,1
2017-01-24,"DEEP BLUE ""C\""",1,6,1,200,0.3333333333333333,1
2017-01-24,"DEEP BLUE ""C\""",1,6,4,800,0.3333333333333333,1
2017-01-24,"DEEP BLUE ""C\""",1,6,5,1000,0.3333333333333333,1
2017-01-24,PLAY SETTINGS,2,3,3,1200,1,1
2017-01-24,HISTORY,2,4,3,1200,1,1
2017-01-25,BUSINESSES,1,4,4,800,1,1
2017-01-26,THAT'S MY SCIENTIFIC NAME,1,5,5,1000,1,1
2017-01-26,UNCROWNED ENGLISH MONARCHS,2,3,3,1200,1,1
2017-01-26,WORDS FOR TRAVELERS,2,5,3,1200,1,1
2017-01-27,BEFORE HE WAS PRESIDENT,1,4,1,200,0.3333333333333333,1
2017-01-27,BEFORE HE WAS PRESIDENT,1,4,3,600,0.3333333333333333,1
2017-01-27,BEFORE HE WAS PRESIDENT,1,4,4,800,0.3333333333333333,1
2017-01-27,"\""A"" FOR ART",2,1,1,400,0.5,1
2017-01-27,"\""A"" FOR ART",2,1,4,1600,0.5,1
2017-01-27,AN INVENTIVE CATEGORY,2,5,3,1200,1,1
2017-01-31,18th CENTURY AMERICAN WRITIN' & SPEAKIN\',1,1,4,800,1,1
2017-01-31,THE FUTURE OF THE UNIVERSE,2,1,4,1600,0.5,1
2017-01-31,THE FUTURE OF THE UNIVERSE,2,1,5,2000,0.5,1
2017-01-31,JOHN DONNE,2,4,3,1200,1,1
2017-02-01,GOOD FELLERS,2,1,1,400,0.5,1
2017-02-01,GOOD FELLERS,2,1,3,1200,0.5,1
2017-02-01,HEAT,2,4,3,1200,1,1
2017-02-03,AMERICAN HISTORY,1,2,4,800,1,1
2017-02-03,SCIENTIFIC MILESTONES,2,2,3,1200,0.5,1
2017-02-03,SCIENTIFIC MILESTONES,2,2,4,1600,0.5,1
2017-02-03,"THE NEXT U.N. MEMBER, ALPHABETICALLY",2,3,3,1200,1,1
2017-02-08,THE BOOK OF PROVERBS,1,2,4,800,1,1
2017-02-08,19th CENTURY BUSINESSMEN,2,3,4,1600,1,1
2017-02-09,MAN VS. BEAST,1,3,4,800,1,1
2017-02-09,LOVE,2,1,3,1200,1,1
2017-02-09,"THE OED, FROM POISE TO QUELT",2,3,3,1200,1,1
2017-02-10,WEIGHTS & MEASURES,1,3,3,600,1,1
2017-02-10,"THE ""EL""EMENTS",2,4,4,1600,1,1
2017-02-10,FLOWER POWER,2,5,2,800,0.3333333333333333,1
2017-02-10,FLOWER POWER,2,5,3,1200,0.3333333333333333,1
2017-02-10,FLOWER POWER,2,5,4,1600,0.3333333333333333,1
2017-02-14,SCI-FI BOOKS,1,2,3,600,1,1
2017-02-14,10-LETTER WORDS,2,3,2,800,0.3333333333333333,1
2017-02-14,10-LETTER WORDS,2,3,3,1200,0.3333333333333333,1
2017-02-14,10-LETTER WORDS,2,3,4,1600,0.3333333333333333,1
2017-02-14,A HISTORY LESSON,2,5,5,2000,1,1
2017-02-16,"& WHERE TO FIND ""EM\""",1,6,2,400,0.5,1
2017-02-16,"& WHERE TO FIND ""EM\""",1,6,4,800,0.5,1
2017-02-16,MADAM SECRETARY,2,1,5,2000,1,1
2017-02-16,ENGLISH LIT,2,2,3,1200,1,1
2017-02-17,GOVERNMENT AGENCIES,1,4,4,800,1,1
2017-02-17,AFRICAN-AMERICAN AUTHORS,2,2,3,1200,1,1
2017-02-17,SOCIOLOGY,2,5,5,2000,1,1
2017-02-20,NAMED FOR A PLACE,1,5,2,400,0.5,1
2017-02-20,NAMED FOR A PLACE,1,5,3,600,0.5,1
2017-02-20,WOMEN WRITERS,2,2,4,1600,1,1
2017-02-20,FLOWERS,2,4,5,2000,1,1
2017-02-21,THEY NAMED A SCHOOL FOR ME,1,1,2,400,0.5,1
2017-02-21,THEY NAMED A SCHOOL FOR ME,1,1,3,600,0.5,1
2017-02-21,UNCHARTED,2,2,4,1600,1,1
2017-02-21,THE ELDER SCROLLS,2,5,3,1200,0.5,1
2017-02-21,THE ELDER SCROLLS,2,5,5,2000,0.5,1
2017-02-22,HOLIDAYS & OBSERVANCES,2,3,5,2000,1,1
2017-02-22,ELEMENT-IUM,2,4,3,1200,1,1
2017-02-23,19th CENTURY AMERICA,1,5,1,200,0.5,1
2017-02-23,19th CENTURY AMERICA,1,5,3,600,0.5,1
2017-02-23,STRAIT TALK,2,2,4,1600,1,1
2017-02-23,ORGANIZATIONS,2,4,2,800,1,1
2017-03-02,FOOD & DRINK BRANDS,1,3,3,600,1,1
2017-03-02,TENNESSEE HISTORY,2,1,3,1200,1,1
2017-03-02,SOUTH AMERICA,2,5,2,800,0.5,1
2017-03-02,SOUTH AMERICA,2,5,4,1600,0.5,1
2017-03-03,PRESIDENTIAL HOMES,1,3,2,400,0.3333333333333333,1
2017-03-03,PRESIDENTIAL HOMES,1,3,3,600,0.3333333333333333,1
2017-03-03,PRESIDENTIAL HOMES,1,3,4,800,0.3333333333333333,1
2017-03-03,SPY vs. SPY,2,1,4,1600,0.5,1
2017-03-03,SPY vs. SPY,2,1,5,2000,0.5,1
2017-03-06,TV SHOWS BY CHARACTER,1,3,2,400,1,1
2017-03-06,STATE CAPITAL ATTRACTIONS,2,2,3,1200,0.5,1
2017-03-06,STATE CAPITAL ATTRACTIONS,2,2,5,2000,0.5,1
2017-03-06,THIS CATEGORY GOES TO THE 1100s,2,5,4,1600,0.5,1
2017-03-06,THIS CATEGORY GOES TO THE 1100s,2,5,5,2000,0.5,1
2017-03-07,IN THE UNIVERSAL DECLARATION OF HUMAN RIGHTS,1,5,3,600,0.5,1
2017-03-07,IN THE UNIVERSAL DECLARATION OF HUMAN RIGHTS,1,5,5,1000,0.5,1
2017-03-07,A WATERY BORDER,2,1,1,400,0.5,1
2017-03-07,A WATERY BORDER,2,1,4,1600,0.5,1
2017-03-07,AMERICAN LIVES,2,5,3,1200,0.5,1
2017-03-07,AMERICAN LIVES,2,5,4,1600,0.5,1
2017-03-08,SPECIAL MONTHS,1,2,5,1000,1,1
2017-03-08,SUMMING UP OSCAR'S BEST PICTURE,2,1,5,2000,1,1
2017-03-08,CLOCKS,2,3,2,800,0.3333333333333333,1
2017-03-08,CLOCKS,2,3,4,1600,0.3333333333333333,1
2017-03-08,CLOCKS,2,3,5,2000,0.3333333333333333,1
2017-03-09,"SCIEN-""T""IFIC",1,4,3,600,0.3333333333333333,1
2017-03-09,"SCIEN-""T""IFIC",1,4,4,800,0.3333333333333333,1
2017-03-09,"SCIEN-""T""IFIC",1,4,5,1000,0.3333333333333333,1
2017-03-09,LITERARY AWARDS,2,4,5,2000,1,1
2017-03-09,NIXON'S ENEMIES LIST,2,5,2,800,0.5,1
2017-03-09,NIXON'S ENEMIES LIST,2,5,5,2000,0.5,1
2017-03-14,SHAKESPEAREAN BABY NAMES,1,3,4,800,1,1
2017-03-14,FUNGI,2,1,4,1600,0.5,1
2017-03-14,FUNGI,2,1,5,2000,0.5,1
2017-03-14,THAT'S A MYTHTAKE!,2,6,3,1200,1,1
2017-03-15,WE'VE GOT COMPANY,1,4,3,600,1,1
2017-03-15,ART,2,1,1,400,0.3333333333333333,1
2017-03-15,ART,2,1,4,1600,0.3333333333333333,1
2017-03-15,ART,2,1,5,2000,0.3333333333333333,1
2017-03-15,THE 1940s,2,2,1,400,0.5,1
2017-03-15,THE 1940s,2,2,4,1600,0.5,1
2017-03-16,PRECIOUS GEMS,1,1,4,800,1,1
2017-03-16,CHARACTERS IN BOOKS,2,2,3,1200,1,1
2017-03-16,ORGANIZED LABOR,2,4,2,800,0.3333333333333333,1
2017-03-16,ORGANIZED LABOR,2,4,3,1200,0.3333333333333333,1
2017-03-16,ORGANIZED LABOR,2,4,4,1600,0.3333333333333333,1
2017-03-20,FESTIVALS,1,1,3,600,1,1
2017-03-20,NFL EN ESPAÑOL,2,2,2,800,1,1
2017-03-20,CURRENT BIOGRAPHIES,2,4,2,800,1,1
2017-03-21,MOVIE STARS,1,4,5,1000,1,1
2017-03-21,BAYS,2,2,2,800,0.5,1
2017-03-21,BAYS,2,2,4,1600,0.5,1
2017-03-21,WILLIAM HENRY HARRISON,2,3,3,1200,1,1
2017-03-23,ON THE BALLOT,1,5,4,800,1,1
2017-03-23,ARCHITECTURE & BUILDING,2,5,3,1200,0.5,1
2017-03-23,ARCHITECTURE & BUILDING,2,5,4,1600,0.5,1
2017-03-24,GREETINGS,1,5,4,800,1,1
2017-03-24,FAMOUS AMERICAN WOMEN,2,5,4,1600,1,1
2017-03-24,DIFFERING BY A VOWEL,2,6,3,1200,0.5,1
2017-03-24,DIFFERING BY A VOWEL,2,6,4,1600,0.5,1
2017-03-27,THE SOUTHWEST,2,3,2,800,1,1
2017-03-27,CONSERVATIVE BOOKSHELF,2,4,4,1600,1,1
2017-03-31,IT HELPS TO REMEMBER,1,3,2,400,1,1
2017-04-03,WHERE ART THOU?,1,6,2,400,0.5,1
2017-04-03,WHERE ART THOU?,1,6,4,800,0.5,1
2017-04-03,CONSTELLATIONS,2,2,4,1600,0.5,1
2017-04-03,CONSTELLATIONS,2,2,5,2000,0.5,1
2017-04-03,PHOTOGRAPHY,2,4,4,1600,1,1
2017-04-04,WHEN IN DOME,1,1,4,800,1,1
2017-04-04,GARDENING,2,3,1,400,0.3333333333333333,1
2017-04-04,GARDENING,2,3,4,1600,0.3333333333333333,1
2017-04-04,GARDENING,2,3,5,2000,0.3333333333333333,1
2017-04-04,BATTLE HIM,2,5,3,1200,0.5,1
2017-04-04,BATTLE HIM,2,5,4,1600,0.5,1
2017-04-05,5-LETTER BODY PARTS,1,5,4,800,0.5,1
2017-04-05,5-LETTER BODY PARTS,1,5,5,1000,0.5,1
2017-04-05,AVIAN LITERATURE,2,2,4,1600,1,1
2017-04-05,ROMAN NUMERAL WORDS,2,4,2,800,1,1
2017-04-06,AN ECO-CATEGORY,1,2,5,1000,1,1
2017-04-06,AWARDS & HONORS,2,2,3,1200,0.5,1
2017-04-06,AWARDS & HONORS,2,2,4,1600,0.5,1
2017-04-06,A LIBERAL LIBRARY,2,5,3,1200,0.5,1
2017-04-06,A LIBERAL LIBRARY,2,5,4,1600,0.5,1
2017-04-10,HAPPY ANNIVERSARY!,1,3,2,400,0.5,1
2017-04-10,HAPPY ANNIVERSARY!,1,3,4,800,0.5,1
2017-04-10,"SO ""UGE\""",2,6,3,1200,1,1
2017-04-11,WORLD CAPITALS,1,3,3,600,1,1
2017-04-11,THE ROYAL THEY,2,1,4,1600,0.5,1
2017-04-11,THE ROYAL THEY,2,1,5,2000,0.5,1
2017-04-11,SPEAKING ITALIAN,2,5,4,1600,1,1
2017-04-13,SAY IT WITH CHOCOLATE,1,5,4,800,1,1
2017-04-13,THE LONG ARM OF THE LAW,2,1,4,1600,1,1
2017-04-13,GEOGRAPHY,2,2,4,1600,0.5,1
2017-04-13,GEOGRAPHY,2,2,5,2000,0.5,1
2017-04-17,SPORTS TROPHIES,2,2,4,1600,0.5,1
2017-04-17,SPORTS TROPHIES,2,2,5,2000,0.5,1
2017-04-17,BORDER FRENZY,2,5,3,1200,0.3333333333333333,1
2017-04-17,BORDER FRENZY,2,5,4,1600,0.3333333333333333,1
2017-04-17,BORDER FRENZY,2,5,5,2000,0.3333333333333333,1
2017-04-18,FROM THEIR INAUGURAL ADDRESSES,1,1,4,800,1,1
2017-04-18,POWER HITTERS,2,2,2,800,1,1
2017-04-18,"\""GRAND"" SLAM",2,5,4,1600,0.5,1
2017-04-18,"\""GRAND"" SLAM",2,5,5,2000,0.5,1
2017-04-19,1930s AMERICA,1,5,1,200,0.3333333333333333,1
2017-04-19,1930s AMERICA,1,5,4,800,0.3333333333333333,1
2017-04-19,1930s AMERICA,1,5,5,1000,0.3333333333333333,1
2017-04-19,3-NAMED AUTHORS,2,1,3,1200,0.5,1
2017-04-19,3-NAMED AUTHORS,2,1,5,2000,0.5,1
2017-04-19,OF PENCIL MANIA,2,6,3,1200,1,1
2017-04-21,U.S. HERSTORY,1,1,5,1000,1,1
2017-04-21,BALLET,2,2,3,1200,0.5,1
2017-04-21,BALLET,2,2,5,2000,0.5,1
2017-04-21,THE ANCIENT WORLD,2,5,2,800,0.5,1
2017-04-21,THE ANCIENT WORLD,2,5,5,2000,0.5,1
2017-04-24,IT'S A TRAP!,1,6,2,400,0.3333333333333333,1
2017-04-24,IT'S A TRAP!,1,6,3,600,0.3333333333333333,1
2017-04-24,IT'S A TRAP!,1,6,4,800,0.3333333333333333,1
2017-04-24,"BRASIL, BRASIL!",2,1,3,1200,1,1
2017-04-24,WRITERS,2,5,2,800,1,1
2017-04-25,DOG BREED NAMES,1,4,2,400,0.5,1
2017-04-25,DOG BREED NAMES,1,4,4,800,0.5,1
2017-04-25,POETS & POETRY,2,1,2,800,1,1
2017-04-25,"\""D"" IN GEOGRAPHY",2,5,4,1600,1,1
2017-04-26,COMPOUND WORDS,1,4,1,200,0.3333333333333333,1
2017-04-26,COMPOUND WORDS,1,4,4,800,0.3333333333333333,1
2017-04-26,COMPOUND WORDS,1,4,5,1000,0.3333333333333333,1
2017-04-26,THE OWL,2,5,3,1200,0.5,1
2017-04-26,THE OWL,2,5,4,1600,0.5,1
2017-04-27,OLD JOBS,1,2,4,800,0.5,1
2017-04-27,OLD JOBS,1,2,5,1000,0.5,1
2017-04-27,REGARDING HENRY,2,3,1,400,0.3333333333333333,1
2017-04-27,REGARDING HENRY,2,3,3,1200,0.3333333333333333,1
2017-04-27,REGARDING HENRY,2,3,4,1600,0.3333333333333333,1
2017-04-27,ALMOST THERE TO THE STATE CAPITAL,2,6,4,1600,1,1
2017-05-01,SIGNS OF THE ZODIAC,1,5,1,200,0.3333333333333333,1
2017-05-01,SIGNS OF THE ZODIAC,1,5,4,800,0.3333333333333333,1
2017-05-01,SIGNS OF THE ZODIAC,1,5,5,1000,0.3333333333333333,1
2017-05-01,1940s MOVIE QUOTES,2,2,3,1200,1,1
2017-05-01,KENTUCKY,2,5,4,1600,1,1
2017-05-02,AND SO IT GOES,1,3,2,400,1,1
2017-05-02,PRESIDENTIAL KIDS,2,2,3,1200,0.5,1
2017-05-02,PRESIDENTIAL KIDS,2,2,4,1600,0.5,1
2017-05-02,"ART ""C\""",2,3,2,800,0.5,1
2017-05-02,"ART ""C\""",2,3,4,1600,0.5,1
2017-05-03,ALFALFA,1,3,2,400,0.5,1
2017-05-03,ALFALFA,1,3,4,800,0.5,1
2017-05-03,WHERE YA FROM?,2,4,2,800,1,1
2017-05-05,CREATURES IN MOVIE TITLES,1,5,3,600,1,1
2017-05-05,STREAM,2,1,2,800,1,1
2017-05-05,MODEL,2,6,1,400,0.5,1
2017-05-05,MODEL,2,6,3,1200,0.5,1
2017-05-08,20th CENTURY AMERICA,1,4,2,400,0.5,1
2017-05-08,20th CENTURY AMERICA,1,4,5,1000,0.5,1
2017-05-08,THE EASTERN HEMISPHERE,2,2,5,2000,1,1
2017-05-08,RELIGION,2,4,2,800,0.5,1
2017-05-08,RELIGION,2,4,3,1200,0.5,1
2017-05-10,LITERARY INSTRUCTION,1,1,5,1000,1,1
2017-05-10,SIGNS & SYMBOLS,2,2,4,1600,0.5,1
2017-05-10,SIGNS & SYMBOLS,2,2,5,2000,0.5,1
2017-05-10,COMPOSERS,2,3,3,1200,0.5,1
2017-05-10,COMPOSERS,2,3,4,1600,0.5,1
2017-05-11,"THIS IS ""US\""",1,5,3,600,1,1
2017-05-11,U.S. CITIES,2,4,1,400,0.5,1
2017-05-11,U.S. CITIES,2,4,4,1600,0.5,1
2017-05-12,TEXTBOOKS,1,3,3,600,1,1
2017-05-12,"WHERE YOU AT, SHAKESPEARE?",2,4,3,1200,0.5,1
2017-05-12,"WHERE YOU AT, SHAKESPEARE?",2,4,4,1600,0.5,1
2017-05-12,"CROSSWORD CLUES ""N\""",2,6,4,1600,1,1
2017-05-15,CONCEPTS,1,3,5,1000,1,1
2017-05-15,1917 -- 100 YEARS AGO,2,1,1,400,0.5,1
2017-05-15,1917 -- 100 YEARS AGO,2,1,4,1600,0.5,1
2017-05-15,WORLD GEOGRAPHY,2,4,4,1600,1,1
2017-05-17,TOM HANKS MOVIE QUOTES,1,4,4,800,0.5,1
2017-05-17,TOM HANKS MOVIE QUOTES,1,4,5,1000,0.5,1
2017-05-17,ORGANIZATIONS,2,2,4,1600,1,1
2017-05-25,ISLE BE SEEING YOU,1,6,3,600,0.5,1
2017-05-25,ISLE BE SEEING YOU,1,6,5,1000,0.5,1
2017-05-25,U.S. SENATORS,2,4,4,1600,0.5,1
2017-05-25,U.S. SENATORS,2,4,5,2000,0.5,1
2017-05-25,"GET YOUR ""PHIL\""",2,6,3,1200,1,1
2017-05-26,OPERA & BALLET,2,1,4,1600,1,1
2017-05-26,LIBERTY,2,5,4,1600,1,1
2017-05-30,BEHIND THE BIBLICAL NAME,1,2,3,600,1,1
2017-05-30,OCCUPATIONS IN THE NEWS,2,1,2,800,1,1
2017-05-30,SEOUL MAN & WOMAN,2,4,4,1600,1,1
2017-05-31,PRESIDENTIAL BIOGRAPHIES,1,4,3,600,1,1
2017-05-31,QUOTH THE POET,2,4,3,1200,0.5,1
2017-05-31,QUOTH THE POET,2,4,5,2000,0.5,1
2017-05-31,GOING DOWN IN HISTORY,2,5,4,1600,1,1
2017-06-01,BIBLE STUDY,1,3,5,1000,1,1
2017-06-01,GUYS MAKIN' STUFF,2,4,2,800,0.5,1
2017-06-01,GUYS MAKIN' STUFF,2,4,4,1600,0.5,1
2017-06-02,ARCHAEOLOGY,1,5,5,1000,1,1
2017-06-02,SHAKESPEARE BUFFS,2,1,3,1200,1,1
2017-06-02,THE 50 STATES,2,2,3,1200,0.5,1
2017-06-02,THE 50 STATES,2,2,4,1600,0.5,1
2017-06-06,TALK OF THE TOWN,1,2,2,400,1,1
2017-06-06,APPROXIMATE WEIGHTS & MEASURES,2,5,4,1600,1,1
2017-06-08,TIM FLIES,1,1,3,600,1,1
2017-06-08,PREQUELS & SEQUELS,2,1,3,1200,1,1
2017-06-08,CITY PARKS,2,3,4,1600,1,1
2017-06-12,LITERARY CHARACTER MASHUP,1,6,5,1000,1,1
2017-06-12,ROCKS & MINERALS,2,2,2,800,0.3333333333333333,1
2017-06-12,ROCKS & MINERALS,2,2,3,1200,0.3333333333333333,1
2017-06-12,ROCKS & MINERALS,2,2,4,1600,0.3333333333333333,1
2017-06-12,"\""BAD"" ENTERTAINMENT",2,4,2,800,0.5,1
2017-06-12,"\""BAD"" ENTERTAINMENT",2,4,4,1600,0.5,1
2017-06-13,"\""J"" WORDS",1,3,5,1000,1,1
2017-06-13,THE THRILL OF VICTORY,2,5,2,800,1,1
2017-06-13,THE AGONY OF DA FEET,2,6,2,800,0.3333333333333333,1
2017-06-13,THE AGONY OF DA FEET,2,6,3,1200,0.3333333333333333,1
2017-06-13,THE AGONY OF DA FEET,2,6,4,1600,0.3333333333333333,1
2017-06-14,THE ARMED FORCES,1,3,5,1000,1,1
2017-06-14,BIBLICAL PAIRS,2,2,2,800,0.5,1
2017-06-14,BIBLICAL PAIRS,2,2,4,1600,0.5,1
2017-06-14,SCIENCE,2,5,3,1200,1,1
2017-06-15,AIN'T NOTHING BUT A SANDWICH,1,6,4,800,1,1
2017-06-15,9-LETTER WORDS,2,5,1,400,0.5,1
2017-06-15,9-LETTER WORDS,2,5,4,1600,0.5,1
2017-06-15,MINORITY REPORT,2,6,2,800,1,1
2017-06-16,VEEP,1,1,4,800,1,1
2017-06-16,A LONG TIME AGO IN AMERICA,2,4,4,1600,0.5,1
2017-06-16,A LONG TIME AGO IN AMERICA,2,4,5,2000,0.5,1
2017-06-16,"LAST ""-IEL\""",2,6,1,400,0.5,1
2017-06-16,"LAST ""-IEL\""",2,6,3,1200,0.5,1
2017-06-20,AUTHORS' INITIALS,1,3,3,600,1,1
2017-06-20,BLOWIN' IN THE WIND,2,1,3,1200,1,1
2017-06-20,"FOREVER ""YOUNG\""",2,5,2,800,1,1
2017-06-22,GUN TALK,1,4,5,1000,1,1
2017-06-22,DISEASES NAMED AFTER PEOPLE,2,3,4,1600,1,1
2017-06-23,SCARY READING,1,4,3,600,1,1
2017-06-23,THE KOREAN WAR,2,2,1,400,0.5,1
2017-06-23,THE KOREAN WAR,2,2,4,1600,0.5,1
2017-06-23,AMERICAN ART,2,4,1,400,0.3333333333333333,1
2017-06-23,AMERICAN ART,2,4,3,1200,0.3333333333333333,1
2017-06-23,AMERICAN ART,2,4,4,1600,0.3333333333333333,1
2017-06-26,PLACES IN CONTINENTS,1,6,3,600,1,1
2017-06-26,I'VE GOT 3 NAMES,2,3,3,1200,0.5,1
2017-06-26,I'VE GOT 3 NAMES,2,3,4,1600,0.5,1
2017-06-26,FRENCH LITERATURE,2,4,4,1600,1,1
2017-06-27,WORLD HERITAGE SITES,1,4,2,400,0.3333333333333333,1
2017-06-27,WORLD HERITAGE SITES,1,4,4,800,0.3333333333333333,1
2017-06-27,WORLD HERITAGE SITES,1,4,5,1000,0.3333333333333333,1
2017-06-27,"POKEY, MAN, GO",2,1,5,2000,1,1
2017-06-27,SCULPTORS & STATUORS,2,5,4,1600,1,1
2017-06-28,PORTUGUESE HISTORY,1,1,2,400,1,1
2017-06-28,AFRICAN AMERICANS,2,4,2,800,0.3333333333333333,1
2017-06-28,AFRICAN AMERICANS,2,4,3,1200,0.3333333333333333,1
2017-06-28,AFRICAN AMERICANS,2,4,4,1600,0.3333333333333333,1
2017-06-28,BODIES OF WATER,2,5,1,400,0.5,1
2017-06-28,BODIES OF WATER,2,5,4,1600,0.5,1
2017-06-29,ADD A LETTER,1,4,3,600,1,1
2017-06-29,WORLD HISTORY,2,3,3,1200,1,1
2017-06-29,ECONOMICS,2,5,4,1600,1,1
2017-07-03,COLLEGES & UNIVERSITIES,1,2,3,600,1,1
2017-07-03,ANAGRAMMED U.S. CITIES,2,4,3,1200,1,1
2017-07-03,"WE ""LOVE"" TO READ",2,6,3,1200,1,1
2017-07-04,CASINO ROYALE,1,4,3,600,1,1
2017-07-04,NEW WORDS IN THE MERRIAM-WEBSTER DICTIONARY,2,2,1,400,0.3333333333333333,1
2017-07-04,NEW WORDS IN THE MERRIAM-WEBSTER DICTIONARY,2,2,2,800,0.3333333333333333,1
2017-07-04,NEW WORDS IN THE MERRIAM-WEBSTER DICTIONARY,2,2,4,1600,0.3333333333333333,1
2017-07-04,LOOK AT THOSE CURVES,2,4,3,1200,0.5,1
2017-07-04,LOOK AT THOSE CURVES,2,4,5,2000,0.5,1
2017-07-05,IN THE OLYMPIC CITY,1,2,1,200,0.5,1
2017-07-05,IN THE OLYMPIC CITY,1,2,5,1000,0.5,1
2017-07-05,LITERARY SPOILER ALERT!,2,4,4,1600,1,1
2017-07-06,"THAT IS WHAT WE ""R\""",1,6,2,400,0.5,1
2017-07-06,"THAT IS WHAT WE ""R\""",1,6,3,600,0.5,1
2017-07-06,COATS OF ARMS,2,1,2,800,1,1
2017-07-06,AMERICAN HISTORY,2,2,2,800,0.5,1
2017-07-06,AMERICAN HISTORY,2,2,3,1200,0.5,1
2017-07-07,HOW GREEN IS MY VALLEY,1,1,2,400,0.3333333333333333,1
2017-07-07,HOW GREEN IS MY VALLEY,1,1,3,600,0.3333333333333333,1
2017-07-07,HOW GREEN IS MY VALLEY,1,1,5,1000,0.3333333333333333,1
2017-07-07,"DAY-""O\""",2,4,3,1200,1,1
2017-07-07,STAR TALK,2,5,3,1200,0.5,1
2017-07-07,STAR TALK,2,5,4,1600,0.5,1
2017-07-10,THE PRESIDENTIAL VERSE OF RICHARD ARMOUR,1,1,4,800,0.5,1
2017-07-10,THE PRESIDENTIAL VERSE OF RICHARD ARMOUR,1,1,5,1000,0.5,1
2017-07-10,CENTRAL AMERICA,2,2,2,800,0.3333333333333333,1
2017-07-10,CENTRAL AMERICA,2,2,4,1600,0.3333333333333333,1
2017-07-10,CENTRAL AMERICA,2,2,5,2000,0.3333333333333333,1
2017-07-10,WELSH WRITERS,2,6,3,1200,1,1
2017-07-11,ALSO IN THE SHAKESPEARE PLAY,1,3,5,1000,1,1
2017-07-11,ITALIAN COMPOSERS,2,1,3,1200,0.5,1
2017-07-11,ITALIAN COMPOSERS,2,1,4,1600,0.5,1
2017-07-11,"FILE UNDER ""OZ\""",2,4,1,400,0.3333333333333333,1
2017-07-11,"FILE UNDER ""OZ\""",2,4,2,800,0.3333333333333333,1
2017-07-11,"FILE UNDER ""OZ\""",2,4,4,1600,0.3333333333333333,1
2017-07-13,ARGUMENT,1,5,3,600,1,1
2017-07-13,12-LETTER WORDS,2,3,1,400,0.5,1
2017-07-13,12-LETTER WORDS,2,3,5,2000,0.5,1
2017-07-13,THAT'S THE SPIRIT!,2,5,2,800,1,1
2017-07-14,KID LIT,1,3,4,800,1,1
2017-07-14,THE BIBLE,2,2,4,1600,1,1
2017-07-14,YOU CAN SET YOUR WATCH BY IT,2,6,3,1200,0.5,1
2017-07-14,YOU CAN SET YOUR WATCH BY IT,2,6,5,2000,0.5,1
2017-07-17,SCHOOLS ON SCREENS,1,3,4,800,1,1
2017-07-17,THE REIGN IN SPAIN,2,4,2,800,1,1
2017-07-18,MAGAZINE SLOGANS,1,2,3,600,1,1
2017-07-18,CONGRESSIONAL COMMITTEE CHAIRS,2,3,5,2000,1,1
2017-07-18,THE NAME OF THE WIND,2,5,3,1200,1,1
2017-07-20,"GETTING GEOGRAPHICA""L\""",1,5,3,600,1,1
2017-07-20,STAMP COLLECTING,2,3,4,1600,1,1
2017-07-20,STRAIGHT FROM THE KING JAMES BIBLE,2,6,4,1600,1,1
2017-07-21,BIOLOGY,1,3,4,800,0.5,1
2017-07-21,BIOLOGY,1,3,5,1000,0.5,1
2017-07-21,UNCLE SUGAR,2,1,4,1600,1,1
2017-07-21,CLASSIC NOVELS,2,3,3,1200,1,1
2017-07-25,WHO WROTE THE LINE?,1,3,5,1000,1,1
2017-07-25,PHILOSOPHERS,2,3,1,400,1,1
2017-07-25,STATUARY HALL: THE STATE REPRESENTED,2,5,5,2000,1,1
2017-07-26,"A TALE OF ""NEW"" CITIES",2,4,3,1200,1,1
2017-07-26,LYRICS FROM BROADWAY,2,6,3,1200,1,1
2017-07-27,THE JOLLY ROGER,1,3,4,800,1,1
2017-07-27,BOTANY,2,3,2,800,0.3333333333333333,1
2017-07-27,BOTANY,2,3,3,1200,0.3333333333333333,1
2017-07-27,BOTANY,2,3,5,2000,0.3333333333333333,1
2017-07-27,THE BRIDGE & TUNNEL CROWD,2,4,4,1600,0.5,1
2017-07-27,THE BRIDGE & TUNNEL CROWD,2,4,5,2000,0.5,1
2017-07-28,TOYS & GAMES,1,4,4,800,0.5,1
2017-07-28,TOYS & GAMES,1,4,5,1000,0.5,1
2017-07-28,PLAN,2,3,4,1600,1,1
2017-07-28,FROM OUTER SPACE,2,5,2,800,0.5,1
2017-07-28,FROM OUTER SPACE,2,5,5,2000,0.5,1
2017-09-11,HIGHWAY TO HELL,1,5,2,400,0.5,1
2017-09-11,HIGHWAY TO HELL,1,5,4,800,0.5,1
2017-09-11,NICKNAMES,2,3,2,800,0.5,1
2017-09-11,NICKNAMES,2,3,3,1200,0.5,1
2017-09-12,20th CENTURY NOVELS,1,5,5,1000,1,1
2017-09-12,"MULTIPLE ROLES, SAME FILM",2,2,4,1600,1,1
2017-09-12,MAGIC & SORCERY IN THE BIBLE,2,3,4,1600,1,1
